source	target	weight
Clay	Ultramarine	2
Food	List of metropolitan areas by population	2
Clay	Underground mining (hard rock)	2
Food	Lithic flake	2
Clay	User:OldakQuill/Science	2
Food	Litter	2
Clay	Venice	2
Food	Macromolecule	2
Clay	Venus figurines	2
Food	MARPOL 73/78	2
Clay	Vicia faba	2
Food	Meat	2
Clay	Vritra	2
Food	Mesopotamia	2
Alcoholism	Character assassination	2
Food	Mineral (nutrient)	2
Clay	Water supply network	2
Food	Ministry of the Environment and Natural Resources (Nicaragua)	2
Clay	Weathering	2
Food	Mushroom	2
Clay	Weaving	2
Food	Mycelium	2
Clay	Wheel	2
Food	National Register of Historic Places listings in Klamath County, Oregon	2
Clay	Wikipedia:WikiProject Ecoregions/Template	2
Alcoholism	In the Heat of the Night (TV series)	2
Clay	Wildlife	2
Food	Natural resource management	2
Clay	Wokingham	2
Alcoholism	Incest	2
Clay	Wood	2
Food	Nitrogen fixation	2
Clay	Woodcut	2
Food	Non-timber forest product	2
Clay	Woodpecker	2
Food	Norman Borlaug	2
Clay	Xylem	2
Food	Nuclear winter	2
Clay	Zhoukoudian	2
Food	Ommen	2
Climate	Acre (state)	2
Food	Onion	2
Climate	Afghanistan	2
Food	Organ (anatomy)	2
Climate	Agriculture	2
Food	Outdoor recreation	2
Climate	Arabian Desert	2
Food	Outline of biology	2
Climate	Belize	2
Food	Overexploitation	2
Climate	Bolivia	2
Food	Palm oil	2
Climate	Burkina Faso	2
Food	Pará	2
Climate	Cairn	2
Food	Pasture	2
Climate	Camouflage	2
Food	Peak water	2
Climate	Central America	2
Food	Pellet fuel	2
Climate	China	2
Food	Peroxide	2
Climate	Climate change and agriculture	2
Food	Photosynthesis	2
Climate	Coral Sea	2
Food	Pinophyta	2
Climate	Damselfly	2
Food	Plant hormone	2
Climate	Ecological land classification	2
Alcoholism	Insult	2
Climate	Ecology	2
Food	Pollutant	2
Climate	Ecoregion	2
Alcoholism	Interpersonal attraction	2
Climate	Eden Project	2
Alcoholism	Interpersonal relationship	2
Climate	England	2
Alcoholism	Intimidation	2
Climate	European Space Agency	2
Food	Portal:India/Today's selected article/December 2006	2
Climate	Forest	2
Food	Potassium	2
Climate	Gaia philosophy	2
Food	Primary production	2
Climate	Geography of Brazil	2
Food	Protein	2
Climate	Geography of Lesotho	2
Food	Pyre	2
Climate	Geography of Norway	2
Food	Rain	2
Climate	Geology	2
Food	Renewable energy commercialization	2
Climate	Global 200	2
Food	Reproduction	2
Climate	Global Positioning System	2
Food	Resource nationalism	2
Climate	Glossary of ecology	2
Food	Road transport	2
Climate	Grassland	2
Food	Root	2
Climate	History of Africa	2
Food	Salween River	2
Climate	Iberian Peninsula	2
Food	Savanna	2
Climate	Index of biology articles	2
Food	Seagrass	2
Climate	Kiritimati	2
Food	Seed	2
Climate	Krill	2
Food	Simple living	2
Climate	Magdalena Department	2
Food	Smog	2
Climate	Mangrove	2
Food	Soil Association	2
Climate	Marine biology	2
Food	Soil pH	2
Climate	Mediterranean climate	2
Food	Soil retrogression and degradation	2
Climate	Mile	2
Food	Species reintroduction	2
Climate	Misiones Province	2
Food	Structure	2
Climate	Mountain	2
Food	Sulfide	2
Climate	Myanmar	2
Food	Supper	2
Climate	Night	2
Food	Sustainable development	2
Climate	Nocturnality	2
Food	Systematics	2
Climate	North Pole	2
Food	Talk:Ecological land classification	2
Climate	Pará	2
Food	Talk:Wildlife management	2
Climate	Permafrost	2
Food	Tanning (leather)	2
Climate	Potentilla	2
Food	The Limits to Growth	2
Climate	Precipitation	2
Food	Timeline of evolutionary history of life	2
Climate	Protected area	2
Food	Tool	2
Climate	Region	2
Food	Tumulus	2
Climate	Saskatchewan	2
Food	Ultrasound	2
Climate	Savanna	2
Food	University of Idaho	2
Climate	Snowball Earth	2
Food	Urban heat island	2
Climate	Soil retrogression and degradation	2
Food	User talk:Marcus334/Archive DYK	2
Climate	Steppe	2
Food	User:Malaiya/sandbox	2
Climate	Talk:Ecological land classification	2
Food	User:RTC/Phosphorus	2
Climate	Tigris–Euphrates river system	2
Food	Vacuole	2
Climate	Tropical and subtropical dry broadleaf forests	2
Food	Water conflict	2
Climate	Tropical and subtropical grasslands, savannas, and shrublands	2
Food	Water resources	2
Climate	User talk:Anthere/Gaia theory	2
Food	Waterkeeper Alliance	2
Climate	User:EntmootsOfTrolls/WikiProject Body, Cognition and Senses	2
Food	Wetland	2
Climate	Vegetation	2
Food	Wikipedia:Vital articles	2
Climate	Weather	2
Food	Wikipedia:WikiProject Ecoregions/Template2	2
Climate	Wetland	2
Food	Wikipedia:WikiProject South Africa/Wikipedia Primary School/Process	2
Climate	Wikipedia:WikiProject Ecoregions/Template	2
Food	Wildlife Conservation Enactment 1997	2
Climate	Wikipedia:WikiProject Ecoregions/Template2	2
Food	Wildlife smuggling	2
Coal	Acid rain	2
Food	Willow	2
Coal	Afghanistan	2
Food	World Food Day	2
Coal	Baghdad	2
Food	World3	2
Coal	Battersea Power Station	2
Food	Zero population growth	2
Coal	Carbon	2
Food	Zumaia	2
Coal	East Midlands	2
Gauteng	.za	2
Coal	Economy of Afghanistan	2
Gauteng	African People's Convention	2
Coal	Economy of Colombia	2
Gauteng	Aloeides dentatis	2
Coal	Economy of Ghana	2
Gauteng	Aponogeton distachyos	2
Coal	Economy of Nigeria	2
Gauteng	Black people	2
Coal	Economy of North Korea	2
Gauteng	Bucket toilet	2
Coal	Electricity	2
Gauteng	Cape Colony	2
Coal	Gansu	2
Gauteng	Cape Flats	2
Coal	Geography of Hungary	2
Gauteng	Cape Province	2
Coal	Geography of Lesotho	2
Gauteng	Cape Town International Airport	2
Coal	Geothermal energy	2
Gauteng	Category:Flora of Southern Africa	2
Coal	Industry	2
Gauteng	Common starling	2
Coal	Locomotive	2
Gauteng	Crime in South Africa	2
Coal	Marshall Islands	2
Gauteng	Damelin	2
Coal	Nanjing	2
Gauteng	Day of Reconciliation	2
Coal	Natural gas	2
Gauteng	Democratic Party (South Africa)	2
Coal	North East England	2
Gauteng	Districts of South Africa	2
Coal	North West England	2
Gauteng	Dutch East India Company	2
Coal	Nuclear fission	2
Gauteng	Enneapogon	2
Coal	Pakistan	2
Gauteng	F. W. de Klerk	2
Coal	Radioactive waste	2
Gauteng	Free State province	2
Coal	South East England	2
Gauteng	Genootskap van Regte Afrikaners	2
Coal	Western imperialism in Asia	2
Gauteng	Harpochloa	2
Coal	Yorkshire and the Humber	2
Gauteng	History of Botswana	2
Cooking	À la carte	2
Gauteng	Independent Democrats	2
Cooking	Acheulean	2
Gauteng	Karoo Supergroup	2
Cooking	Adobe	2
Gauteng	Kori bustard	2
Cooking	Adze	2
Alcoholism	Kindergarten Cop	2
Cooking	African cuisine	2
Gauteng	List of cities by latitude	2
Cooking	Ainu cuisine	2
Gauteng	List of forts	2
Cooking	Amber	2
Gauteng	List of places named after peace	2
Cooking	Aquifer	2
Gauteng	List of power stations in South Africa	2
Cooking	Archaeoastronomy	2
Gauteng	List of rivers of South Africa	2
Cooking	Archaeological culture	2
Gauteng	List of South African provinces by population	2
Cooking	Archaic period in North America	2
Gauteng	List of South African provincial capitals	2
Cooking	Argentine cuisine	2
Gauteng	List of stadiums in South Africa	2
Cooking	Arrow	2
Gauteng	Local municipality (South Africa)	2
Cooking	Artifact (archaeology)	2
Gauteng	Meteorite fall	2
Cooking	Asian cuisine	2
Gauteng	Mpumalanga	2
Cooking	Assemblage (archaeology)	2
Gauteng	Nerine	2
Cooking	Aurignacian	2
Gauteng	Orange River	2
Cooking	Bacon	2
Alcoholism	Labeling theory	2
Cooking	Bain-marie	2
Gauteng	Port Elizabeth	2
Cooking	Baked beans	2
Gauteng	Red-necked spurfowl	2
Cooking	Baking	2
Gauteng	Rolling blackout	2
Cooking	Banana	2
Gauteng	Scutigera coleoptrata	2
Cooking	Bank barrow	2
Gauteng	Sotho people	2
Cooking	Barbecue	2
Gauteng	South African Computer Olympiad	2
Cooking	Barnhouse Settlement	2
Gauteng	South African general election, 1994	2
Cooking	Basket	2
Gauteng	South African general election, 2004	2
Cooking	Beadwork	2
Gauteng	South African National Parks	2
Cooking	Behavioral modernity	2
Gauteng	Table Mountain	2
Cooking	Bhimbetka rock shelters	2
Gauteng	Transvaal Province	2
Cooking	Blade (archaeology)	2
Gauteng	Ubuntu (philosophy)	2
Cooking	Blanching (cooking)	2
Alcoholism	Laura Bush	2
Cooking	Boiler	2
Gauteng	User:Greenman	2
Cooking	Boomerang	2
Gauteng	Villiers, Free State	2
Cooking	Bow and arrow	2
Gauteng	Western Cape	2
Cooking	Bow drill	2
Gauteng	Xenophobia in South Africa	2
Cooking	Bowl barrow	2
Gauteng	Zulu language	2
Cooking	Bradshaw rock paintings	2
Glass	Amber	2
Cooking	Bread	2
Glass	Bead	2
Cooking	Breakfast	2
Glass	Borax	2
Cooking	Broch	2
Glass	Building material	2
Cooking	Burin	2
Glass	Caldas da Rainha	2
Cooking	Cairn	2
Glass	Captive bead ring	2
Cooking	Cajun cuisine	2
Glass	Cathodoluminescence	2
Cooking	Canoe	2
Glass	Ceramic capacitor	2
Cooking	Caramelization	2
Glass	Chobham armour	2
Cooking	Çatalhöyük	2
Glass	Composite armour	2
Cooking	Causewayed enclosure	2
Glass	Corrosion	2
Cooking	Cave of Altamira	2
Glass	Crystal	2
Cooking	Cave painting	2
Glass	Electrical insulator	2
Cooking	Celt (tool)	2
Glass	File (tool)	2
Cooking	Chalcolithic	2
Glass	Forensic engineering	2
Cooking	Chamber tomb	2
Glass	Fuse (electrical)	2
Cooking	Châtelperronian	2
Glass	Geography of Lithuania	2
Cooking	Chauvet Cave	2
Glass	Heat capacity	2
Cooking	Cist	2
Glass	Hydrocyclone	2
Cooking	Clava cairn	2
Glass	IBM System/360	2
Cooking	Clovis culture	2
Glass	Insulator (Electrical)	2
Cooking	Clovis point	2
Glass	Islamic art	2
Cooking	Coddling	2
Glass	Lichtenberg figure	2
Cooking	Comfort food	2
Glass	Magnesium	2
Cooking	Convenience foods	2
Glass	Metalloid	2
Cooking	Cooking weights and measures	2
Glass	Microphonics	2
Cooking	Corded Ware culture	2
Glass	Orthoclase	2
Cooking	Court cairn	2
Glass	Piggy bank	2
Cooking	Cremation	2
Glass	Quartz	2
Cooking	Creswellian culture	2
Glass	Resonance	2
Cooking	Cro-Magnon	2
Glass	Rutile	2
Cooking	Cuisine of the Thirteen Colonies	2
Glass	Sandnes	2
Cooking	Cursus	2
Glass	Sculpture	2
Cooking	Dairy product	2
Alcoholism	Legal drinking age controversy	2
Cooking	Danubian culture	2
Glass	Silicon dioxide	2
Cooking	Deep frying	2
Glass	Solder	2
Cooking	Delos	2
Glass	Spark plug	2
Cooking	Denticulate tool	2
Glass	Static electricity	2
Cooking	Digging stick	2
Glass	Talk:Ceramic	2
Cooking	Dolmen	2
Glass	Temuka	2
Cooking	Domestication	2
Glass	Tessellation	2
Cooking	Double steaming	2
Glass	Time	2
Cooking	Drinking water	2
Alcoholism	Legal separation	2
Cooking	Eating	2
Glass	Trinitite	2
Cooking	Economy of Jamaica	2
Glass	Turquoise	2
Cooking	English cuisine	2
Glass	Uranium	2
Cooking	Epipaleolithic	2
Glass	User:Elvara11/Books/Test2	2
Cooking	Eraillure	2
Glass	Vitreous enamel	2
Cooking	Fast food	2
Glass	Wastewater	2
Cooking	Feature (archaeology)	2
Glass	X-ray photoelectron spectroscopy	2
Cooking	Flavor	2
Health	Antimicrobial resistance	2
Alcoholism	Child neglect	2
Health	Bill & Melinda Gates Foundation	2
Cooking	Food Guide Pyramid	2
Health	Blood transfusion	2
Cooking	Food preservation	2
Health	Centers for Disease Control and Prevention	2
Cooking	Food processing	2
Health	Cholera	2
Cooking	French cuisine	2
Health	Demographics of Burkina Faso	2
Cooking	Gallery grave	2
Health	Family planning	2
Cooking	Gelatin	2
Health	Germ theory of disease	2
Cooking	Göbekli Tepe	2
Health	Homeopathy	2
Cooking	Goseck circle	2
Health	Human nutrition	2
Cooking	Grave goods	2
Health	Immune system	2
Cooking	Gravettian	2
Health	Infection	2
Cooking	Griddle	2
Health	Liberia	2
Cooking	Grilling	2
Health	List of notifiable diseases	2
Cooking	Grime's Graves	2
Health	Mosquito	2
Cooking	Grinding slab	2
Health	Myalgia	2
Cooking	Grooved ware	2
Health	Pandemic	2
Cooking	Ground stone	2
Health	Red blood cell	2
Cooking	Hammerstone	2
Health	Sanitation	2
Cooking	Hand axe	2
Health	Stevens–Johnson syndrome	2
Cooking	Hāngi	2
Health	Tanzania	2
Cooking	Harpoon	2
Health	Vaccination	2
Cooking	Hearth	2
Health	Vietnam	2
Cooking	Hembury	2
Health	World Health Organization	2
Cooking	Henge	2
HIV	1969	2
Cooking	History of painting	2
Alcoholism	Legitimacy (family law)	2
Cooking	Holocene	2
HIV	Adenovirus serotype 36	2
Cooking	Homemaking	2
HIV	Benin	2
Cooking	Homo	2
HIV	Botswana	2
Cooking	Homo ergaster	2
HIV	Burkina Faso	2
Cooking	Homo heidelbergensis	2
HIV	Cameroon	2
Cooking	Homo sapiens idaltu	2
HIV	Cayman Islands	2
Cooking	Hot salt frying	2
HIV	Cervicitis	2
Cooking	Human	2
HIV	Cholera	2
Cooking	Human evolution	2
HIV	Condom	2
Cooking	Hunter-gatherer	2
HIV	Coxsackie B virus	2
Cooking	Indian cuisine	2
HIV	Crab louse	2
Cooking	Indigenous Australian art	2
HIV	Economy of Botswana	2
Alcoholism	Child support	2
HIV	Encephalitis lethargica	2
Cooking	Industry (archaeology)	2
HIV	Family planning	2
Cooking	Japanese cuisine	2
HIV	Fifth disease	2
Cooking	Jewellery	2
HIV	Foreign relations of Grenada	2
Cooking	Junk food	2
HIV	Freddie Mercury	2
Cooking	Kenyanthropus	2
HIV	Gay Men's Health Crisis	2
Cooking	Kistvaen	2
HIV	Genital wart	2
Cooking	Kiva	2
HIV	Ghana	2
Cooking	Knife	2
HIV	Hepatitis A	2
Cooking	Kyselo	2
HIV	Hepatitis D	2
Cooking	Langdale axe industry	2
HIV	HIV-positive people	2
Cooking	Lascaux	2
HIV	Human Immunodeficiency Virus	2
Cooking	Leidenfrost effect	2
HIV	Human pathogen	2
Cooking	List of phobias	2
HIV	Immunosuppression	2
Cooking	Lists of foods	2
HIV	Infectious mononucleosis	2
Cooking	Lithic analysis	2
HIV	Lesotho	2
Cooking	Lithic core	2
HIV	Life expectancy	2
Cooking	Lithic flake	2
HIV	List of infectious diseases	2
Cooking	Lithic reduction	2
HIV	Lymphogranuloma venereum	2
Cooking	Long barrow	2
HIV	Major depressive disorder	2
Cooking	Longhouse	2
HIV	Malawi	2
Cooking	Lunar calendar	2
HIV	Médecins Sans Frontières	2
Cooking	Magdalenian	2
HIV	Mumps	2
Cooking	Malay cuisine	2
HIV	Needle exchange programme	2
Cooking	Marination	2
HIV	Norovirus	2
Cooking	Meat	2
HIV	Pelvic inflammatory disease	2
Cooking	Medieval cuisine	2
HIV	Penile cancer	2
Cooking	Mediterranean cuisine	2
HIV	Poliomyelitis	2
Cooking	Medway Megaliths	2
HIV	Portal:Current events/October 2003	2
Cooking	Megalith	2
HIV	Psychosis	2
Cooking	Meganthropus	2
HIV	Rent (musical)	2
Cooking	Mehrgarh	2
HIV	Rudolf Nureyev	2
Cooking	Menhir	2
HIV	SARS coronavirus	2
Cooking	Mesolithic	2
HIV	Schistosomiasis	2
Cooking	Metallurgy	2
HIV	Sexual intercourse	2
Cooking	Mexican cuisine	2
HIV	Stevens–Johnson syndrome	2
Cooking	Microlith	2
HIV	Talk:Discredited HIV/AIDS origins theories	2
Cooking	Mirror	2
HIV	Talk:HIV vaccine	2
Cooking	Mortar and pestle	2
HIV	Talk:Isaac Asimov	2
Cooking	Mousterian	2
HIV	Talk:Kenny Everett	2
Cooking	Mudbrick	2
HIV	Talk:Michel Foucault	2
Cooking	Mummy	2
HIV	Talk:Rent (musical)	2
Cooking	Mushroom	2
HIV	Talk:Robert Gallo	2
Cooking	Neolithic	2
HIV	Talk:Ryan White	2
Cooking	Neolithic architecture	2
HIV	Talk:T-cell	2
Cooking	Neolithic Europe	2
HIV	Teenage pregnancy	2
Cooking	Neolithic long house	2
HIV	Treatment Action Campaign	2
Cooking	Neolithic Revolution	2
HIV	User:ShaunMacPherson/test2/	2
Cooking	Oar	2
HIV	Virology	2
Cooking	Oil lamp	2
HIV	XV International AIDS Conference, 2004	2
Cooking	Oldowan	2
HIV	Zero Patience	2
Cooking	Origin of language	2
HIV	Zoonosis	2
Cooking	Ötzi	2
Hydraulics	Fluid dynamics	2
Cooking	Outdoor cooking	2
Hydraulics	Pneumatic Device	2
Cooking	Outline of food preparation	2
Hydraulics	Talk:Gas laws	2
Cooking	Paleoethnobotany	2
Khoikhoi	1813 in South Africa	2
Cooking	Paleolithic	2
Khoikhoi	1823 in South Africa	2
Cooking	Pan frying	2
Khoikhoi	1853 in South Africa	2
Cooking	Passage grave	2
Khoikhoi	African National Congress	2
Cooking	Peking Man	2
Khoikhoi	Afrikaners	2
Cooking	Petroglyph	2
Khoikhoi	Apartheid	2
Cooking	Pictogram	2
Khoikhoi	Azanian People's Organisation	2
Cooking	Pleistocene	2
Khoikhoi	Baster	2
Cooking	Portuguese cuisine	2
Khoikhoi	Bhele	2
Cooking	Pottery	2
Khoikhoi	Boer	2
Cooking	Pre-Columbian era	2
Khoikhoi	Cape Coloureds	2
Cooking	Pre-Pottery Neolithic A	2
Khoikhoi	Cape Germans	2
Cooking	Prehistoric archaeology	2
Khoikhoi	Category:Africa ethnic group templates	2
Cooking	Prehistoric art	2
Khoikhoi	Coloured people in Namibia	2
Cooking	Prehistoric Britain	2
Khoikhoi	Constitution of South Africa	2
Cooking	Prehistoric North Africa	2
Alcoholism	Limerence	2
Cooking	Prehistoric warfare	2
Khoikhoi	Economic history of South Africa	2
Cooking	Pressure cooking	2
Khoikhoi	Education in South Africa	2
Cooking	Pressure frying	2
Khoikhoi	Ethnic groups in South Africa	2
Cooking	Prismatic blade	2
Khoikhoi	Fraserburg	2
Cooking	Projectile point	2
Khoikhoi	Gcaleka	2
Cooking	Pyramid	2
Khoikhoi	Germans in South Africa	2
Cooking	Pyre	2
Khoikhoi	Greeks in South Africa	2
Cooking	Pyrolysis	2
Khoikhoi	Griqualand East	2
Cooking	Racloir	2
Khoikhoi	Healthcare in South Africa	2
Cooking	Reduction (cooking)	2
Khoikhoi	Herero and Namaqua Genocide	2
Cooking	Rendering (animal products)	2
Khoikhoi	Herero people	2
Cooking	Rice	2
Khoikhoi	History of Angola	2
Cooking	Ring of Brodgar	2
Khoikhoi	History of Mozambique	2
Cooking	Roasting	2
Khoikhoi	History of South Africa (1994–present)	2
Cooking	Rock shelter	2
Khoikhoi	HIV/AIDS in South Africa	2
Cooking	Rope	2
Khoikhoi	Huguenots in South Africa	2
Cooking	Rotisserie	2
Khoikhoi	Independent Democrats	2
Cooking	Sautéing	2
Khoikhoi	Inkatha Freedom Party	2
Cooking	Sculpture	2
Khoikhoi	Islam in South Africa	2
Cooking	Searing	2
Khoikhoi	Japanese people in South Africa	2
Cooking	Severn-Cotswold tomb	2
Khoikhoi	Kalahari bushmen	2
Cooking	Shoe	2
Khoikhoi	Klein Vrystaat	2
Cooking	Sickle	2
Khoikhoi	Languages of South Africa	2
Cooking	Skara Brae	2
Khoikhoi	Lesotho	2
Cooking	Slow cooker	2
Khoikhoi	List of current constituent African monarchs	2
Cooking	Soil	2
Khoikhoi	List of political parties in South Africa	2
Cooking	Solo Man	2
Khoikhoi	List of rivers of South Africa	2
Cooking	Solutrean	2
Khoikhoi	List of South African poets	2
Cooking	Spear-thrower	2
Khoikhoi	List of South Africans	2
Cooking	Starčevo culture	2
Khoikhoi	Lydenburg	2
Cooking	Steaming	2
Khoikhoi	Military Skills Development System	2
Cooking	Stir frying	2
Khoikhoi	Minister of State Security (South Africa)	2
Cooking	Stone Age	2
Khoikhoi	Music of South Africa	2
Cooking	Stone carving	2
Khoikhoi	Natalia Republic	2
Cooking	Stone circle	2
Khoikhoi	National Intelligence Agency (South Africa)	2
Cooking	Stone tool	2
Khoikhoi	Nieuwe Republiek	2
Cooking	Stonehenge	2
Khoikhoi	Orania, Northern Cape	2
Cooking	Striking platform	2
Khoikhoi	Ovambo people	2
Cooking	Talk:Cooking	2
Khoikhoi	Philippolis	2
Cooking	Tap water	2
Khoikhoi	Politics of South Africa	2
Cooking	Tatar cuisine	2
Khoikhoi	Portuguese South African	2
Cooking	Technology	2
Khoikhoi	President of South Africa	2
Cooking	Thornborough Henges	2
Khoikhoi	Provinces of South Africa	2
Cooking	Three-age system	2
Khoikhoi	San people	2
Cooking	Timeline of agriculture and food technology	2
Khoikhoi	Simonstown Agreement	2
Cooking	Timeline of clothing and textiles technology	2
Khoikhoi	South Africa	2
Cooking	Tool	2
Khoikhoi	South African Air Force	2
Cooking	Tool stone	2
Khoikhoi	South African Army	2
Cooking	Tor enclosure	2
Khoikhoi	South African cuisine	2
Cooking	Transepted gallery grave	2
Khoikhoi	South African English	2
Cooking	Trepanning	2
Khoikhoi	South African literature	2
Cooking	Tumulus	2
Khoikhoi	South African National Defence Force	2
Cooking	Uniface	2
Khoikhoi	South African Police	2
Cooking	Unstan ware	2
Khoikhoi	South African Republic	2
Cooking	Uruguayan cuisine	2
Khoikhoi	South African Standard Time	2
Cooking	User:Bka9/Books/a	2
Khoikhoi	Stellaland	2
Cooking	User:Culinarypath/Books/Culinary Pathology And Pathophysiology	2
Khoikhoi	Swazi people	2
Cooking	Vegetarian cuisine	2
Khoikhoi	Table Mountain	2
Cooking	Venus figurines	2
Khoikhoi	Telecommunications in South Africa	2
Cooking	Vinča culture	2
Khoikhoi	Television in South Africa	2
Cooking	Weaving	2
Khoikhoi	Template:South Africa topics	2
Cooking	Wedge-shaped gallery grave	2
Khoikhoi	Transport in South Africa	2
Cooking	West Kennet Long Barrow	2
Khoikhoi	Tswana people	2
Cooking	Wheel	2
Khoikhoi	United Democratic Movement	2
Cooking	Wikipedia:Version 1.0 Editorial Team/PSP SA articles by quality log	2
Khoikhoi	User:Georges Cuvier/ConstituentAfricanMonarchs	2
Cooking	Wikipedia:WikiProject South Africa/Popular pages	2
Khoikhoi	Utrecht, KwaZulu-Natal	2
Cooking	Wikipedia:WikiProject South Africa/Wikipedia Primary School/Assessment	2
Khoikhoi	White South African	2
Cooking	Wikipedia:WikiProject South Africa/Wikipedia Primary School/Popular pages	2
Khoikhoi	Wikipedia:WikiProject Africa/Popular pages	2
Cooking	Windmill Hill culture	2
Khoikhoi	Wikipedia:WikiProject South Africa/Popular pages	2
Cooking	Zhoukoudian	2
Khoikhoi	Winburg	2
Design	Circuit design	2
Khoikhoi	Xhosa people	2
Design	Concept map	2
Longitude	1610s	2
Design	Diagram	2
Longitude	Amerigo Vespucci	2
Design	Idea map	2
Longitude	Cardinal direction	2
Design	Mind Mapping	2
Longitude	Circle of latitude	2
Design	Outline of design	2
Longitude	Day	2
Design	User:Emiliorp/WIP/RCM	2
Longitude	Geodesy	2
Design	User:Mdd/List of diagrams	2
Longitude	Hour	2
Design	User:Omegatron/Sandbox/Columns-css	2
Longitude	Map projection	2
Design	User:Omegatron/Sandbox/Columns-template	2
Longitude	Navigation	2
Discrimination	1960s	2
Longitude	Sidereal time	2
Discrimination	1996	2
Longitude	Time signal	2
Discrimination	20th century	2
Longitude	Universal Time	2
Discrimination	A Different World	2
