Source,Target,
Automobile, Youngstown, Pennsylvania,
Automobile, Santee, South Carolina,
Automobile, Clarksville, Tennessee,
Automobile, Childress, Texas,
Automobile, Bellaire, Texas,
Automobile, Levelland, Texas,
Automobile, Jamaica, Vermont,
Automobile, Tacoma, Washington,
Automobile, Racine, Wisconsin,
Automobile, A. J. P. Taylor,
Automobile, Boulogne-Billancourt,
Automobile, Acura,
Automobile, Talk:BMW 328,
Automobile, Ethylene glycol,
Automobile, Starter (engine),
Automobile, Talk:Seat belt,
Automobile, Spark plug,
Automobile, Talk:Alfred P. Sloan,
Automobile, Universal joint,
Automobile, Blacksmith,
Automobile, Motor vehicle,
Automobile, Sports car,
Automobile, AC Cars,
Automobile, Grindsted Municipality,
Automobile, Sleeve valve,
Automobile, Poppet valve,
Automobile, Camshaft,
Automobile, Jaguar Cars,
Automobile, Talk:False dilemma,
Automobile, Wolfsburg,
Automobile, Cylinder bank,
Automobile, Plymouth, Ohio,
Automobile, Wilsonville, Oregon,
Automobile, Coney Island,
Automobile, Zu Chongzhi,
Automobile, Talk:Porsche 912,
Automobile, Reclaim the Streets,
Automobile, Western Scheldt,
Automobile, Cassette deck,
Automobile, Talk:Nuclear reactor,
Automobile, Car bomb,
Automobile, Talk:Porsche 356,
Automobile, Travel,
Automobile, Talk:Road,
Automobile, Amphibious vehicle,
Automobile, Megatron,
Automobile, Tata Group,
Automobile, Ford Model T,
Automobile, Butanone,
Automobile, Glass fiber,
Automobile, Talk:Compression ratio,
Automobile, Types of rural communities,
Automobile, McLaughlin automobile,
Automobile, Hupmobile,
Automobile, Stratified charge engine,
Automobile, Ford Taurus,
Automobile, Overland Automobile,
Automobile, Winton Motor Carriage Company,
Automobile, Talk:Volkswagen Kübelwagen,
Automobile, Talk:Tucker 48,
Automobile, Brampton,
Automobile, Axle,
Automobile, Cable-stayed bridge,
Automobile, White Motor Company,
Automobile, Cockpit,
Automobile, Saturn Corporation,
Automobile, Pierre Bézier,
Automobile, Alpine (automobile),
Automobile, Charles Deutsch,
Automobile, Facel,
Automobile, Emilia-Romagna,
Automobile, Olympic National Park,
Automobile, Talk:Payphone,
Automobile, Talk:Brampton,
Automobile, Automotive industry,
Automobile, Ligier,
Automobile, Talk:Tatra 600,
Automobile, Michael Landy,
Automobile, Name,
Automobile, User talk:Fwappler,
Automobile, Simca,
Automobile, SEAT,
Automobile, Borgward,
Automobile, Streamlines, streaklines, and pathlines,
Automobile, Petrol engine,
Automobile, Talk:Land speed record,
Automobile, Factory,
Automobile, Talk:Citroën 2CV,
Automobile, Talk:Station wagon,
Automobile, Benjamin Nathaniel Smith,
Automobile, Styrene,
Automobile, Talk:Henry Ford,
Automobile, Bristol Cars,
Automobile, Lotus Cars,
Automobile, Case-based reasoning,
Automobile, Brian Forster,
Automobile, Talk:Ligier,
Automobile, Shock absorber,
Automobile, Spoke,
Automobile, Chongqing,
Automobile, Stoewer,
Automobile, Talk:Wankel engine,
Automobile, Bonnot Gang,
Automobile, MG Cars,
Automobile, User:Egil,
Automobile, Proton (automobile),
Automobile, Platoon (automobile),
Automobile, Delaunay-Belleville,
Automobile, Tire iron,
Automobile, Pseudo-anglicism,
Automobile, Talk:Pseudo-anglicism,
Automobile, Eagle (automobile),
Automobile, Crater Lake National Park,
Automobile, Rambler (automobile),
Automobile, Packard,
Automobile, Rakkestad,
Automobile, Edsel,
Automobile, Talk:List of automobile manufacturers,
Automobile, Talk:Ford Model T,
Automobile, H8 Family,
Automobile, Talk:Hyundai Motor Company,
Automobile, Solenoid,
Automobile, Vehicle dynamics,
Automobile, Ronald Reagan Washington National Airport,
Automobile, Talk:Sailing,
Automobile, User talk:CatherineMunro/Archive 1,
Automobile, The Dukes,
Automobile, Lucerne,
Automobile, Studebaker,
Children 27s Day, April,
Children 27s Day, April 12,
Children 27s Day, April 30,
Children 27s Day, August 15,
Children 27s Day, August 16,
Children 27s Day, April 23,
Children 27s Day, Christmas,
Children 27s Day, February,
Children 27s Day, June,
Children 27s Day, June 2,
Children 27s Day, June 1,
Children 27s Day, Jawaharlal Nehru,
Children 27s Day, Kosovo,
Children 27s Day, Labour Day,
Children 27s Day, May,
Children 27s Day, May 5,
Children 27s Day, May 25,
Children 27s Day, May 10,
Children 27s Day, May 17,
Children 27s Day, March 17,
Children 27s Day, November,
Children 27s Day, November 11,
Children 27s Day, November 1,
Children 27s Day, November 20,
Children 27s Day, November 14,
Children 27s Day, October 1,
Children 27s Day, October 12,
Children 27s Day, September 20,
Children 27s Day, September 9,
Children 27s Day, Fiestas Patrias (Mexico),
Children 27s Day, Mother's Day,
Children 27s Day, Father's Day,
Children 27s Day, Benito Juárez,
Children 27s Day, Christmas Eve,
Children 27s Day, New Year's Day,
Children 27s Day, Destiny's Child,
Children 27s Day, Miguel Hidalgo y Costilla,
Children 27s Day, Russian Far East,
Children 27s Day, Japanese calendar,
Children 27s Day, Valentine's Day,
Children 27s Day, Las Posadas,
Children 27s Day, Talk:April 4,
Children 27s Day, Grito de Dolores,
Children 27s Day, Talk:May 5,
Children 27s Day, Talk:October 12,
Children 27s Day, José María Morelos,
Children 27s Day, Talk:November 14,
Children 27s Day, Micro Chips,
Children 27s Day, Talk:November 20,
Children 27s Day, Donghak Peasant Revolution,
Children 27s Day, Public holidays in the United States,
Children 27s Day, Women's Day,
Children 27s Day, Talk:April 30,
Children 27s Day, List of commemorative days,
Children 27s Day, Wikipedia:Selected anniversaries/November,
Children 27s Day, Wikipedia:Selected anniversaries/June,
Children 27s Day, Wikipedia:Selected anniversaries/May,
Children 27s Day, Wikipedia:Selected anniversaries/April,
Children 27s Day, Wikipedia:Selected anniversaries/August,
Children 27s Day, Wikipedia:Selected anniversaries/October,
Children 27s Day, Children's Day (Japan),
Children 27s Day, Wikipedia:Selected anniversaries/April 4,
Children 27s Day, Wikipedia:Selected anniversaries/April 23,
Children 27s Day, Wikipedia:Selected anniversaries/April 30,
Children 27s Day, Wikipedia:Selected anniversaries/May 5,
Children 27s Day, Wikipedia:Selected anniversaries/May 27,
Children 27s Day, Wikipedia:Selected anniversaries/June 1,
Children 27s Day, Wikipedia:Selected anniversaries/August 16,
Children 27s Day, Wikipedia:Selected anniversaries/October 12,
Children 27s Day, Wikipedia:Selected anniversaries/November 14,
Children 27s Day, Wikipedia:Selected anniversaries/November 20,
Children 27s Day, Public holidays in Albania,
Children 27s Day, Public holidays in Romania,
Children 27s Day, Public holidays in Thailand,
Children 27s Day, Public holidays in Venezuela,
Children 27s Day, Public holidays in South Korea,
Children 27s Day, Public holidays in Poland,
Children 27s Day, Talk:April 23,
Children 27s Day, Talk:May 27,
Children 27s Day, Talk:June 1,
Children 27s Day, Talk:August 16,
Children 27s Day, Wikipedia talk:Selected anniversaries/April 4,
Children 27s Day, Wikipedia:Selected anniversaries/All,
Children 27s Day, Wikipedia talk:Selected anniversaries/April 30,
Children 27s Day, Namdaemun,
Children 27s Day, Wikipedia:Cleanup,
Children 27s Day, Kintarō,
Children 27s Day, Pat Mora,
Children 27s Day, Children's rights movement,
Children 27s Day, Public holidays in Argentina,
Children 27s Day, Public holidays in Brazil,
Children 27s Day, Public holidays in Mexico,
Children 27s Day, Public holidays in China,
Children 27s Day, Public holidays in Taiwan,
Children 27s Day, Public holidays in Cape Verde,
Children 27s Day, Futatsui, Akita,
Children 27s Day, Outline of children,
Children 27s Day, United States occupation of Veracruz,
Children 27s Day, Nagorno-Karabakh Republic,
Children 27s Day, Epiphany (holiday),
Children 27s Day, Zubir Said,
Children 27s Day, Peter Cetera,
Children 27s Day, Children's day,
Children 27s Day, Public holidays in Indonesia,
Children 27s Day, Mexican Navy,
Children 27s Day, Michelle Williams (singer),
Children 27s Day, Public holidays in Japan,
Children 27s Day, Riya Sen,
Children 27s Day, Mother's Day (United States),
Children 27s Day, Childrens day,
Children 27s Day, Niños Héroes,
Children 27s Day, Culture of Asia,
Children 27s Day, Portal:Poland,
Children 27s Day, Talk:Children's Day (Japan),
Children 27s Day, Semoga Bahagia,
Children 27s Day, Parents' Day,
Children 27s Day, International Children's Day,
Children 27s Day, Eusebio Ayala, Paraguay,
Children 27s Day, Park Geun-hye,
Children 27s Day, Noriaki Sugiyama,
Children 27s Day, Stand Up for Love,
Children 27s Day, South Point School (India),
Children 27s Day, Talk:Sweetest Day,
Children 27s Day, Number 1's (Destiny's Child album),
Children 27s Day, Mexican Army,
Children 27s Day, Mexican oil expropriation,
Children 27s Day, Flag Day in Mexico,
Children 27s Day, School holiday,
Children 27s Day, Pokémon: Mewtwo Returns,
Children 27s Day, List of Malaysian stamps,
Children 27s Day, User talk:24.172.13.66,
Children 27s Day, User talk:216.124.18.10,
Children 27s Day, User talk:66.64.223.2,
Children 27s Day, Index of Japan-related articles (C),
Children 27s Day, Talk:Children's Day,
Children 27s Day, Universal Children's Day,
Children 27s Day, Genelia D'Souza,
Children 27s Day, October 2006,
Children 27s Day, November 2006,
Children 27s Day, Children's World (magazine),
Children 27s Day, Battle of Acosta Ñu,
Children 27s Day, Lynda Thomas,
Children 27s Day, August 2006,
Children 27s Day, Portal:Taiwan/Anniversaries/April/April 4,
Children 27s Day, Pittiplatsch,
Children 27s Day, Portal:Current events/August 2006/Sidebar,
Children 27s Day, User:Vsion/sandbox3,
Children 27s Day, Portal:Government of India/Selected anniversaries/November,
Children 27s Day, User:Matmo/Sandbox,
Children 27s Day, Portal:Current events/October 2006/Sidebar,
Children 27s Day, User talk:64.53.12.115,
Children 27s Day, Portal:Southeast Asia/October 2006,
Children 27s Day, Portal:Southeast Asia/2006 October/News Sidebar,
Children 27s Day, List of Korea University people,
Children 27s Day, User talk:210.210.12.141,
Children 27s Day, İstanbul Toy Museum,
Children 27s Day, Portal:Government of India/Selected anniversaries/November 14,
Children 27s Day, Portal:Current events/November 2006/Sidebar,
Children 27s Day, User talk:203.109.101.10,
Children 27s Day, Portal:China/Anniversaries/April,
Children 27s Day, Portal:Holidays,
Children 27s Day, Portal:Holidays/Holidays topics,
Children 27s Day, User talk:69.250.199.117,
Children 27s Day, Portal:Holidays/Calendar,
Children 27s Day, Talk:Friendship Day,
Children 27s Day, User talk:Andrew Gray/Archives/2,
Children 27s Day, Portal:Southeast Asia/December 2006,
Children 27s Day, Portal:Southeast Asia/2006 December/News Sidebar,
Children 27s Day, May 2007,
Children 27s Day, Portal:Southeast Asia/January 2007,
Children 27s Day, Portal:Southeast Asia/2007 January/News Sidebar,
Children 27s Day, User talk:221.242.140.82,
Children 27s Day, Portal:Southeast Asia/February 2007,
Children 27s Day, Portal:Southeast Asia/2007 February/News Sidebar,
Children 27s Day, User talk:81.158.40.170,
Children 27s Day, User talk:24.163.132.244,
Children 27s Day, Día del Niño,
Children 27s Day, Día del niño,
Children 27s Day, Dia del nino,
Children 27s Day, Día del nino,
Children 27s Day, Dia del niño,
Children 27s Day, User talk:134.29.178.254,
Children 27s Day, User talk:170.177.25.11,
Children 27s Day, User talk:66.129.35.132,
Children 27s Day, Liceo Mexicano Japonés,
Children 27s Day, St. John's Diocesan Girls' Higher Secondary School,
Children 27s Day, User talk:86.63.130.137,
Children 27s Day, International Day of the African Child,
Children 27s Day, User talk:90.207.127.19,
Children 27s Day, List of Combo Rangers characters,
Children 27s Day, St. Anne's High School, Bandra,
Children 27s Day, April 2008,
Children 27s Day, May 2008,
Children 27s Day, Portal:Southeast Asia/September 2007,
Children 27s Day, C-base,
Children 27s Day, User talk:Mistman123,
Children 27s Day, Portal:Southeast Asia/September 2007/News Sidebar,
Children 27s Day, Portal:Southeast Asia/October 2007,
Children 27s Day, User talk:203.117.66.237,
Children 27s Day, Portal:Holidays/Calender/November,
Children 27s Day, User talk:198.60.8.33,
Children 27s Day, Children’s Day,
Children 27s Day, User talk:76.69.68.93,
Children 27s Day, Father was a Fullback,
Children 27s Day, User talk:125.160.233.239,
Children 27s Day, User talk:81.215.191.36,
Children 27s Day, Portal:Southeast Asia/October 2007/News Sidebar,
Children 27s Day, Portal:Southeast Asia/November 2007,
Children 27s Day, International Childrens Day,
Children 27s Day, User talk:122.169.143.122,
Children 27s Day, User talk:220.227.97.100,
Children 27s Day, Portal:Uttar Pradesh/Anniversaries/November/November 14,
Children 27s Day, Portal:Uttar Pradesh/Anniversaries/November,
Children 27s Day, Portal:Uttar Pradesh/Anniversaries/November/November 20,
Children 27s Day, User talk:123.98.185.82,
Children 27s Day, May 2009,
Children 27s Day, August 2010,
Children 27s Day, April 2010,
Children 27s Day, Eorininal,
Children 27s Day, Portal:Southeast Asia/November 2007/News Sidebar,
Children 27s Day, Portal:Southeast Asia/December 2007,
Children 27s Day, December 23,
Children 27s Day, Portal:Southeast Asia/December 2007/News Sidebar,
Children 27s Day, Portal:Southeast Asia/January 2008,
Children 27s Day, Portal:Southeast Asia/2008 January 12,
Children 27s Day, User talk:89.41.104.212,
Children 27s Day, User talk:122.167.110.126,
Children 27s Day, User talk:66.206.96.142,
Children 27s Day, Milionerzy,
Children 27s Day, Dia del Nino,
Children 27s Day, List of postage stamps of India,
Children 27s Day, User talk:81.158.26.170,
Children 27s Day, User talk:64.231.165.209,
Children 27s Day, User talk:189.142.142.168,
Children 27s Day, User talk:189.132.241.101,
Children 27s Day, User talk:66.32.158.177,
Children 27s Day, User talk:60.234.252.86,
Children 27s Day, EarthLink e.V.,
Children 27s Day, User talk:62.111.158.25,
Children 27s Day, User talk:78.138.19.34,
Children 27s Day, User talk:62.190.133.140,
Children 27s Day, User talk:83.4.226.71,
Children 27s Day, User:Yoshi Canopus,
Children 27s Day, 2008 Sichuan earthquake,
Children 27s Day, Education in the Czech Republic,
Children 27s Day, Portal:Uttar Pradesh/Anniversaries/June,
Children 27s Day, April 4,
Children 27s Day, User:Kpalion/Public Holidays in Poland,
Children 27s Day, Kuitan 2,
Children 27s Day, User talk:163.6.5.21,
Children 27s Day, User talk:Hooiyin,
Children 27s Day, User talk:124.43.136.63,
Children 27s Day, Wikipedia:WikiProject Spam/COIReports/2008, Oct 9,
Children 27s Day, Wikipedia:WikiProject Spam/LinkReports/hostfamilyperu.com,
Children 27s Day, User talk:68.3.185.129,
Children 27s Day, User talk:24.80.187.71,
Children 27s Day, Portal:Holidays/Calender/2007,
Children 27s Day, Portal:Holidays/Calender/2008,
Children 27s Day, Portal:Holidays/Calender/2009,
Children 27s Day, User talk:119.30.103.207,
Children 27s Day, User talk:123.176.41.113,
Children 27s Day, User talk:117.194.228.106,
Children 27s Day, User talk:124.30.44.138,
Children 27s Day, User talk:117.192.160.167,
Children 27s Day, User talk:190.60.98.34,
Children 27s Day, User talk:98.171.181.99,
Children 27s Day, Template talk:U.S. holidays,
Children 27s Day, Wikipedia:WikiProject Holidays/Cleanup listing,
Children 27s Day, User talk:212.178.222.178,
Children 27s Day, National Bravery Award,
Children 27s Day, Talk:Mother's Day/Archive 1,
Children 27s Day, Universal Childrens Day,
Children 27s Day, Universal childrens day,
Children 27s Day, Universal childrens' day,
Children 27s Day, Revolution Day (Mexico),
Children 27s Day, User:A. di M./April 23,
Children 27s Day, Public holidays in Kyrgyzstan,
Children 27s Day, User talk:174.6.38.69,
Children 27s Day, User talk:217.35.101.19,
Children 27s Day, User talk:99.25.124.19,
Children 27s Day, Talk:Jawaharlal Nehru/Archive 2,
Children 27s Day, Heriberto Lazcano Lazcano,
Children 27s Day, Wikipedia:WikiProject Spam/COIReports/2009, Apr 19,
Children 27s Day, Public holidays in Northern Cyprus,
Children 27s Day, Portal:Current events/May 2009/Sidebar,
Children 27s Day, Portal:Uttar Pradesh/Anniversaries/June/June 1,
Children 27s Day, Public holidays in Tuvalu,
Children 27s Day, National Children's Day,
Children 27s Day, User talk:174.71.123.141,
Children 27s Day, Portal:Poland/Holidays/June,
Children 27s Day, Portal:Poland/Holidays,
Children 27s Day, The Girl with the Dragon Tattoo (2009 film),
Children 27s Day, Public holidays in Uruguay,
Children 27s Day, Wikipedia:WikiProject Academic Journals/Journals cited by Wikipedia/J40,
Children 27s Day, User talk:Mandarax/Archive 1,
Children 27s Day, Belarus in the Junior Eurovision Song Contest 2009,
Children 27s Day, Portal:Poland/Events/archive,
Children 27s Day, User talk:122.168.117.123,
Children 27s Day, User talk:152.26.0.85,
Children 27s Day, User talk:202.79.196.254,
Children 27s Day, User talk:213.94.235.27,
Children 27s Day, User talk:216.205.219.30,
Children 27s Day, User talk:216.56.24.242,
Children 27s Day, User talk:122.169.76.222,
Children 27s Day, User talk:78.38.142.119,
Children 27s Day, User talk:122.173.246.117,
Children 27s Day, User talk:115.113.94.51,
Children 27s Day, User talk:203.115.78.192,
Children 27s Day, User talk:59.177.170.151,
Children 27s Day, User talk:166.70.80.152,
Children 27s Day, User talk:67.55.13.81,
Children 27s Day, User talk:205.211.16.254,
Children 27s Day, User talk:173.8.37.101,
Children 27s Day, User talk:122.177.202.90,
Children 27s Day, Wikipedia:WikiProject Spam/LinkReports/international-mens-day.com,
Children 27s Day, User talk:201.151.210.130,
Children 27s Day, Cinco de Mayo,
Children 27s Day, Template:Mexico Holidays,
Children 27s Day, User talk:78.146.225.82,
Children 27s Day, User talk:186.81.169.81,
Children 27s Day, User:Funcakes29318/International Porn Day,
Children 27s Day, User:Sixate7,
Children 27s Day, User talk:189.242.243.237,
Children 27s Day, Portal:Current events/April 2010/Sidebar,
Children 27s Day, User talk:68.0.175.85,
Children 27s Day, User talk:92.63.4.140,
Children 27s Day, CMLL Super Viernes (April 2010),
Children 27s Day, List of Google Doodles (1998–2009),
Children 27s Day, User talk:68.173.183.130,
Children 27s Day, User talk:72.196.218.169,
Children 27s Day, User talk:113.71.185.89,
Children 27s Day, User talk:189.169.8.91,
Children 27s Day, User talk:61.72.74.218,
Children 27s Day, User talk:80.3.31.212,
Children 27s Day, User talk:208.120.197.22,
Children 27s Day, User talk:80.0.105.249,
Children 27s Day, User talk:89.241.172.108,
Children 27s Day, User talk:80.6.96.68,
Children 27s Day, User talk:74.196.50.185,
Children 27s Day, User talk:182.50.65.66,
Children 27s Day, User talk:80.192.220.11,
Children 27s Day, Portal:Current events/August 2010/Sidebar,
Children 27s Day, User talk:186.137.210.128,
Children 27s Day, Unofficial observances in New Zealand,
Children 27s Day, User talk:83.6.132.97,
Children 27s Day, User talk:24.253.3.59,
Children 27s Day, User talk:190.213.116.218,
Children 27s Day, User talk:190.213.243.154,
Children 27s Day, User talk:99.235.118.61,
Children 27s Day, User talk:98.179.180.206,
Children 27s Day, User talk:122.179.87.67,
